Дата_продажи,Артикул,Наименование_товара,Категория,Количество,Единица_измерения,Цена_за_ед_KZT,Сумма_KZT,ID_Клиента,Склад_отгрузки,Остаток_на_конец_дня
2025-09-03,EKT-LGT-003,Лампа светодиодная LED A60 11W E27 4000K,Светотехника,60,шт,420.0,25200.0,CLNT-1045,Склад Алматы (Южный РЦ),2460
2025-09-03,EKT-LGT-003,Лампа светодиодная LED A60 11W E27 4000K,Светотехника,31,шт,420.0,13020.0,CLNT-1113,Склад Алматы (Южный РЦ),2429
2025-09-03,EKT-LGT-004,Светильник пылевлагозащищенный ЛСП 2х36W IP65,Светотехника,10,шт,6200.0,62000.0,CLNT-1095,Склад Алматы (Южный РЦ),340
2025-09-03,EKT-LGT-004,Светильник пылевлагозащищенный ЛСП 2х36W IP65,Светотехника,10,шт,6200.0,62000.0,CLNT-1119,Склад Астана (Главный РЦ),474
2025-09-03,EKT-LGT-004,Светильник пылевлагозащищенный ЛСП 2х36W IP65,Светотехника,5,шт,6200.0,31000.0,CLNT-1020,Склад Астана (Главный РЦ),469
2025-09-03,EKT-LGT-004,Светильник пылевлагозащищенный ЛСП 2х36W IP65,Светотехника,18,шт,6200.0,111600.0,CLNT-1103,Склад Алматы (Южный РЦ),322
2025-09-03,EKT-LGT-005,Светильник аварийный светодиодный 30 LED с АКБ,Светотехника,10,шт,3100.0,31000.0,CLNT-1003,Склад Алматы (Южный РЦ),303
2025-09-03,EKT-LGT-005,Светильник аварийный светодиодный 30 LED с АКБ,Светотехника,2,шт,3100.0,6200.0,CLNT-1118,Склад Астана (Главный РЦ),431
2025-09-03,EKT-ELU-001,Розетка 2-местная с заземлением белая Glossa,Электроустановочные изделия,62,шт,1450.0,89900.0,CLNT-1052,Склад Алматы (Южный РЦ),1028
2025-09-03,EKT-ELU-001,Розетка 2-местная с заземлением белая Glossa,Электроустановочные изделия,21,шт,1450.0,30450.0,CLNT-1110,Склад Алматы (Южный РЦ),1007
2025-09-03,EKT-ELU-001,Розетка 2-местная с заземлением белая Glossa,Электроустановочные изделия,66,шт,1450.0,95700.0,CLNT-1031,Склад Алматы (Южный РЦ),941
2025-09-03,EKT-ELU-002,Выключатель 1-клавишный белый Glossa,Электроустановочные изделия,70,шт,1121.19,78483.3,CLNT-1089,Склад Астана (Главный РЦ),1389
2025-09-03,EKT-ELU-002,Выключатель 1-клавишный белый Glossa,Электроустановочные изделия,23,шт,1200.0,27600.0,CLNT-1109,Склад Алматы (Южный РЦ),1019
2025-09-03,EKT-ELU-002,Выключатель 1-клавишный белый Glossa,Электроустановочные изделия,65,шт,1200.0,78000.0,CLNT-1025,Склад Астана (Главный РЦ),1324
2025-09-03,EKT-ELU-003,Рамка 3 поста универсальная белая Glossa,Электроустановочные изделия,32,шт,850.0,27200.0,CLNT-1105,Склад Астана (Главный РЦ),910
2025-09-03,EKT-ELU-003,Рамка 3 поста универсальная белая Glossa,Электроустановочные изделия,38,шт,850.0,32300.0,CLNT-1029,Склад Алматы (Южный РЦ),675
2025-09-03,EKT-ELU-003,Рамка 3 поста универсальная белая Glossa,Электроустановочные изделия,53,шт,797.07,42244.71,CLNT-1084,Склад Астана (Главный РЦ),857
2025-09-03,EKT-ELU-003,Рамка 3 поста универсальная белая Glossa,Электроустановочные изделия,22,шт,850.0,18700.0,CLNT-1110,Склад Астана (Главный РЦ),835
2025-09-03,EKT-ELU-004,Вилка каучуковая прямая 16A IP44,Электроустановочные изделия,13,шт,720.0,9360.0,CLNT-1035,Склад Алматы (Южный РЦ),838
2025-09-03,EKT-CNS-001,Кабель-канал 25х16 мм белый (упак. 40м),Кабельнесущие системы,60,м,160.0,9600.0,CLNT-1051,Склад Алматы (Южный РЦ),4522
2025-09-03,EKT-CNS-001,Кабель-канал 25х16 мм белый (упак. 40м),Кабельнесущие системы,65,м,160.0,10400.0,CLNT-1107,Склад Алматы (Южный РЦ),4457
2025-09-03,EKT-CNS-001,Кабель-канал 25х16 мм белый (упак. 40м),Кабельнесущие системы,113,м,160.0,18080.0,CLNT-1003,Склад Астана (Главный РЦ),6252
2025-09-03,EKT-CNS-002,Лоток перфорированный оцинкованный 100х50х3000,Кабельнесущие системы,43,м,2850.0,122550.0,CLNT-1033,Склад Алматы (Южный РЦ),1297
2025-09-03,EKT-CNS-003,Труба гофрированная ПВХ d20 с протяжкой (100м),Кабельнесущие системы,341,м,75.0,25575.0,CLNT-1033,Склад Астана (Главный РЦ),10021
2025-09-03,EKT-CNS-003,Труба гофрированная ПВХ d20 с протяжкой (100м),Кабельнесущие системы,431,м,75.0,32325.0,CLNT-1076,Склад Астана (Главный РЦ),9590
2025-09-03,EKT-SHT-001,Корпус металлический ЩРн-24з-1 36 УХЛ3 IP31,Щитовое оборудование,5,шт,14200.0,71000.0,CLNT-1100,Склад Астана (Главный РЦ),264
2025-09-03,EKT-SHT-001,Корпус металлический ЩРн-24з-1 36 УХЛ3 IP31,Щитовое оборудование,9,шт,14200.0,127800.0,CLNT-1077,Склад Астана (Главный РЦ),255
2025-09-03,EKT-SHT-001,Корпус металлический ЩРн-24з-1 36 УХЛ3 IP31,Щитовое оборудование,4,шт,14200.0,56800.0,CLNT-1014,Склад Алматы (Южный РЦ),209
2025-09-03,EKT-SHT-001,Корпус металлический ЩРн-24з-1 36 УХЛ3 IP31,Щитовое оборудование,13,шт,13313.96,173081.48,CLNT-1073,Склад Астана (Главный РЦ),242
2025-09-03,EKT-SHT-002,Счетчик э/э многотарифный 3-фазный прямого включения,Щитовое оборудование,4,шт,24500.0,98000.0,CLNT-1000,Склад Алматы (Южный РЦ),135
2025-09-03,EKT-SHT-003,Шина нулевая изолированная на DIN-рейку 8х12 / 12 групп,Щитовое оборудование,22,шт,480.0,10560.0,CLNT-1008,Склад Астана (Главный РЦ),2232
2025-09-03,EKT-SHT-003,Шина нулевая изолированная на DIN-рейку 8х12 / 12 групп,Щитовое оборудование,17,шт,480.0,8160.0,CLNT-1117,Склад Алматы (Южный РЦ),1636
2025-09-03,EKT-SHT-004,Наконечник кабельный медный луженый ТМЛ 16-8-6,Щитовое оборудование,184,шт,110.0,20240.0,CLNT-1084,Склад Алматы (Южный РЦ),5371
2025-09-03,EKT-SHT-004,Наконечник кабельный медный луженый ТМЛ 16-8-6,Щитовое оборудование,127,шт,110.0,13970.0,CLNT-1092,Склад Алматы (Южный РЦ),5244
2025-09-03,EKT-SHT-004,Наконечник кабельный медный луженый ТМЛ 16-8-6,Щитовое оборудование,202,шт,110.0,22220.0,CLNT-1064,Склад Алматы (Южный РЦ),5042
2025-09-04,EKT-CBL-001,Кабель ВВГнг(А)-LS 3х1.5 (бухта 100м),Кабель и провод,182,м,420.0,76440.0,CLNT-1041,Склад Алматы (Южный РЦ),3648
2025-09-04,EKT-CBL-001,Кабель ВВГнг(А)-LS 3х1.5 (бухта 100м),Кабель и провод,139,м,420.0,58380.0,CLNT-1037,Склад Астана (Главный РЦ),4943
2025-09-04,EKT-CBL-001,Кабель ВВГнг(А)-LS 3х1.5 (бухта 100м),Кабель и провод,77,м,420.0,32340.0,CLNT-1024,Склад Астана (Главный РЦ),4866
2025-09-04,EKT-CBL-002,Кабель ВВГнг(А)-LS 3х2.5 (бухта 100м),Кабель и провод,37,м,680.0,25160.0,CLNT-1048,Склад Алматы (Южный РЦ),6007
2025-09-04,EKT-CBL-002,Кабель ВВГнг(А)-LS 3х2.5 (бухта 100м),Кабель и провод,169,м,680.0,114920.0,CLNT-1115,Склад Алматы (Южный РЦ),5838
2025-09-04,EKT-CBL-002,Кабель ВВГнг(А)-LS 3х2.5 (бухта 100м),Кабель и провод,329,м,680.0,223720.0,CLNT-1072,Склад Астана (Главный РЦ),7265
2025-09-04,EKT-CBL-002,Кабель ВВГнг(А)-LS 3х2.5 (бухта 100м),Кабель и провод,250,м,680.0,170000.0,CLNT-1070,Склад Астана (Главный РЦ),7015
2025-09-04,EKT-CBL-003,Провод СИП-4 4х16 (барабан),Кабель и провод,22,м,950.0,20900.0,CLNT-1026,Склад Астана (Главный РЦ),2396
2025-09-04,EKT-CBL-004,Кабель витая пара UTP 4 пары Cat 5e PVC 305м,Кабель и провод,89,м,180.0,16020.0,CLNT-1077,Склад Алматы (Южный РЦ),2938
2025-09-04,EKT-CBL-004,Кабель витая пара UTP 4 пары Cat 5e PVC 305м,Кабель и провод,99,м,180.0,17820.0,CLNT-1059,Склад Алматы (Южный РЦ),2839
2025-09-04,EKT-CBL-004,Кабель витая пара UTP 4 пары Cat 5e PVC 305м,Кабель и провод,42,м,180.0,7560.0,CLNT-1086,Склад Астана (Главный РЦ),3902
2025-09-04,EKT-CBL-004,Кабель витая пара UTP 4 пары Cat 5e PVC 305м,Кабель и провод,88,м,180.0,15840.0,CLNT-1060,Склад Астана (Главный РЦ),3814
2025-09-04,EKT-CBL-005,Провод ПВС 3х2.5 соединительный белый,Кабель и провод,70,м,540.0,37800.0,CLNT-1036,Склад Алматы (Южный РЦ),2559
2025-09-04,EKT-CBL-005,Провод ПВС 3х2.5 соединительный белый,Кабель и провод,25,м,540.0,13500.0,CLNT-1081,Склад Астана (Главный РЦ),3092
2025-09-04,EKT-AUT-001,Выключатель автоматический 1P 16A C 4.5кА ВА47-29,Модульное оборудование,46,шт,1150.0,52900.0,CLNT-1096,Склад Астана (Главный РЦ),1897
2025-09-04,EKT-AUT-001,Выключатель автоматический 1P 16A C 4.5кА ВА47-29,Модульное оборудование,50,шт,1150.0,57500.0,CLNT-1039,Склад Астана (Главный РЦ),1847
2025-09-04,EKT-AUT-001,Выключатель автоматический 1P 16A C 4.5кА ВА47-29,Модульное оборудование,61,шт,1150.0,70150.0,CLNT-1025,Склад Астана (Главный РЦ),1786
2025-09-04,EKT-AUT-002,Выключатель автоматический 1P 25A C 4.5кА ВА47-29,Модульное оборудование,64,шт,1150.0,73600.0,CLNT-1031,Склад Астана (Главный РЦ),2184
2025-09-04,EKT-AUT-002,Выключатель автоматический 1P 25A C 4.5кА ВА47-29,Модульное оборудование,9,шт,1150.0,10350.0,CLNT-1078,Склад Алматы (Южный РЦ),1535
2025-09-04,EKT-AUT-003,Выключатель автоматический 3P 32A C 6кА Easy9,Модульное оборудование,5,шт,4600.0,23000.0,CLNT-1113,Склад Астана (Главный РЦ),599
2025-09-04,EKT-AUT-004,УЗО 2P 40A 30мА электронное ВД1-63,Модульное оборудование,17,шт,4200.0,71400.0,CLNT-1049,Склад Алматы (Южный РЦ),512
2025-09-04,EKT-AUT-004,УЗО 2P 40A 30мА электронное ВД1-63,Модульное оборудование,17,шт,4200.0,71400.0,CLNT-1031,Склад Астана (Главный РЦ),666
2025-09-04,EKT-AUT-005,Дифференциальный автомат 1P+N 16A C 30мА АВДТ32,Модульное оборудование,23,шт,3850.0,88550.0,CLNT-1000,Склад Алматы (Южный РЦ),671
2025-09-04,EKT-AUT-005,Дифференциальный автомат 1P+N 16A C 30мА АВДТ32,Модульное оборудование,56,шт,3699.09,207149.04,CLNT-1110,Склад Алматы (Южный РЦ),615
