Дата_продажи,Артикул,Наименование_товара,Категория,Количество,Единица_измерения,Цена_за_ед_KZT,Сумма_KZT,ID_Клиента,Склад_отгрузки,Остаток_на_конец_дня,Тип_Транзакции,Примечание_Закупщика
2025-09-03,EKT-CBL-006,Кабель гибкий резиновый КГ-ХЛ 3х4+1х2.5,Кабель и провод,24,м,1450.0,34800.0,CLNT-1028,Склад Алматы (Южный РЦ),682,Регулярная продажа,Штатный торговый оборот
2025-09-03,EKT-AUT-001,Выключатель автоматический 1P 16A C 4.5кА ВА47-29,Модульное оборудование,122,шт,1150.0,140300.0,CLNT-1076,Склад Астана (Главный РЦ),2259,Регулярная продажа,Штатный торговый оборот
2025-09-03,EKT-AUT-001,Выключатель автоматический 1P 16A C 4.5кА ВА47-29,Модульное оборудование,75,шт,1150.0,86250.0,CLNT-1119,Склад Алматы (Южный РЦ),2322,Регулярная продажа,Штатный торговый оборот
2025-09-03,EKT-AUT-002,Выключатель автоматический 1P 25A C 4.5кА ВА47-29,Модульное оборудование,86,шт,1150.0,98900.0,CLNT-1145,Склад Астана (Главный РЦ),1726,Регулярная продажа,Штатный торговый оборот
2025-09-03,EKT-AUT-002,Выключатель автоматический 1P 25A C 4.5кА ВА47-29,Модульное оборудование,53,шт,1150.0,60950.0,CLNT-1111,Склад Алматы (Южный РЦ),1789,Регулярная продажа,Штатный торговый оборот
2025-09-03,EKT-AUT-003,Выключатель автоматический 3P 32A C 6кА Easy9,Модульное оборудование,32,шт,4600.0,147200.0,CLNT-1139,Склад Астана (Главный РЦ),741,Регулярная продажа,Штатный торговый оборот
2025-09-03,EKT-AUT-003,Выключатель автоматический 3P 32A C 6кА Easy9,Модульное оборудование,15,шт,4600.0,69000.0,CLNT-1097,Склад Алматы (Южный РЦ),770,Регулярная продажа,Штатный торговый оборот
2025-09-03,EKT-AUT-004,УЗО 2P 40A 30мА электронное ВД1-63,Модульное оборудование,28,шт,4200.0,117600.0,CLNT-1011,Склад Астана (Главный РЦ),584,Регулярная продажа,Штатный торговый оборот
2025-09-03,EKT-AUT-004,УЗО 2P 40A 30мА электронное ВД1-63,Модульное оборудование,19,шт,4200.0,79800.0,CLNT-1003,Склад Алматы (Южный РЦ),598,Регулярная продажа,Штатный торговый оборот
2025-09-03,EKT-AUT-005,Дифференциальный автомат 1P+N 16A C 30мА АВДТ32,Модульное оборудование,25,шт,3850.0,96250.0,CLNT-1052,Склад Астана (Главный РЦ),811,Регулярная продажа,Штатный торговый оборот
2025-09-03,EKT-AUT-005,Дифференциальный автомат 1P+N 16A C 30мА АВДТ32,Модульное оборудование,24,шт,3850.0,92400.0,CLNT-1090,Склад Алматы (Южный РЦ),829,Регулярная продажа,Штатный торговый оборот
2025-09-03,EKT-AUT-006,Автоматический выключатель дифференциальный 3P+N 63A,Модульное оборудование,4,шт,18500.0,74000.0,CLNT-1037,Склад Астана (Главный РЦ),107,Регулярная продажа,Штатный торговый оборот
2025-09-03,EKT-AUT-006,Автоматический выключатель дифференциальный 3P+N 63A,Модульное оборудование,4,шт,18500.0,74000.0,CLNT-1043,Склад Алматы (Южный РЦ),112,Регулярная продажа,Штатный торговый оборот
2025-09-03,EKT-LGT-001,Панель светодиодная LED 600x600 36W 4000K Опал,Светотехника,59,шт,5400.0,318600.0,CLNT-1110,Склад Астана (Главный РЦ),1183,Регулярная продажа,Штатный торговый оборот
2025-09-03,EKT-LGT-001,Панель светодиодная LED 600x600 36W 4000K Опал,Светотехника,43,шт,5400.0,232200.0,CLNT-1128,Склад Алматы (Южный РЦ),1248,Регулярная продажа,Штатный торговый оборот
2025-09-03,EKT-LGT-002,Прожектор светодиодный 50W 6500K IP65 SMD,Светотехника,45,шт,4800.0,216000.0,CLNT-1093,Склад Астана (Главный РЦ),920,Регулярная продажа,Штатный торговый оборот
2025-09-03,EKT-LGT-002,Прожектор светодиодный 50W 6500K IP65 SMD,Светотехника,35,шт,4800.0,168000.0,CLNT-1070,Склад Алматы (Южный РЦ),966,Регулярная продажа,Штатный торговый оборот
2025-09-03,EKT-LGT-003,Лампа светодиодная LED A60 11W E27 4000K,Светотехника,136,шт,420.0,57120.0,CLNT-1016,Склад Астана (Главный РЦ),2939,Регулярная продажа,Штатный торговый оборот
2025-09-03,EKT-LGT-003,Лампа светодиодная LED A60 11W E27 4000K,Светотехника,94,шт,420.0,39480.0,CLNT-1107,Склад Алматы (Южный РЦ),3020,Регулярная продажа,Штатный торговый оборот
2025-09-03,EKT-LGT-004,Светильник пылевлагозащищенный ЛСП 2х36W IP65,Светотехника,17,шт,6200.0,105400.0,CLNT-1121,Склад Астана (Главный РЦ),478,Регулярная продажа,Штатный торговый оборот
2025-09-03,EKT-LGT-004,Светильник пылевлагозащищенный ЛСП 2х36W IP65,Светотехника,12,шт,6200.0,74400.0,CLNT-1065,Склад Алматы (Южный РЦ),501,Регулярная продажа,Штатный торговый оборот
2025-09-03,EKT-LGT-005,Светильник аварийный светодиодный 30 LED с АКБ,Светотехника,13,шт,3100.0,40300.0,CLNT-1017,Склад Астана (Главный РЦ),406,Регулярная продажа,Штатный торговый оборот
2025-09-03,EKT-LGT-005,Светильник аварийный светодиодный 30 LED с АКБ,Светотехника,11,шт,3100.0,34100.0,CLNT-1085,Склад Алматы (Южный РЦ),418,Регулярная продажа,Штатный торговый оборот
2025-09-03,EKT-ELU-001,Розетка 2-местная с заземлением белая Glossa,Электроустановочные изделия,84,шт,1450.0,121800.0,CLNT-1016,Склад Астана (Главный РЦ),1864,Регулярная продажа,Штатный торговый оборот
2025-09-03,EKT-ELU-001,Розетка 2-местная с заземлением белая Glossa,Электроустановочные изделия,59,шт,1450.0,85550.0,CLNT-1072,Склад Алматы (Южный РЦ),1928,Регулярная продажа,Штатный торговый оборот
2025-09-03,EKT-ELU-002,Выключатель 1-клавишный белый Glossa,Электроустановочные изделия,80,шт,1200.0,96000.0,CLNT-1133,Склад Астана (Главный РЦ),1575,Регулярная продажа,Штатный торговый оборот
2025-09-03,EKT-ELU-002,Выключатель 1-клавишный белый Glossa,Электроустановочные изделия,49,шт,1200.0,58800.0,CLNT-1008,Склад Алматы (Южный РЦ),1657,Регулярная продажа,Штатный торговый оборот
2025-09-03,EKT-ELU-003,Рамка 3 поста универсальная белая Glossa,Электроустановочные изделия,47,шт,850.0,39950.0,CLNT-1033,Склад Астана (Главный РЦ),923,Регулярная продажа,Штатный торговый оборот
2025-09-03,EKT-ELU-003,Рамка 3 поста универсальная белая Glossa,Электроустановочные изделия,30,шт,850.0,25500.0,CLNT-1018,Склад Алматы (Южный РЦ),966,Регулярная продажа,Штатный торговый оборот
2025-09-03,EKT-ELU-004,Вилка каучуковая прямая 16A IP44,Электроустановочные изделия,44,шт,720.0,31680.0,CLNT-1024,Склад Астана (Главный РЦ),1050,Регулярная продажа,Штатный торговый оборот
